C	H	O	Branched	MP	
f1	4	0	0		-182.475
2	2	0	0		-81.5
2	4	0	0		-169.15
2	6	0	0		-182.77
3	8	0	0		-187.62
4	10	0	0		-138.2
4	10	0	1		-159.38
5	12	0
6	14	0
7	16	0
8	18	0
9	20	0
10	22	0
11	24	0
12	26	0
13	28	0



